,customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,birthdate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,bank_branch_clients,employment_status_clients,level_of_education_clients,systemloanid_count,loanamount_mean,loanamount_max,totaldue_mean,termdays_mean,termdays_max,repayment_delay_mean
771,8a858f88578ad68901578bd0502a216a,301986576,9,27:47.0,27:38.0,30000,39000.0,60,Unknown,1988-01-11 00:00:00.000000,Other,8.4077658,8.9146505,Diamond Bank,Unknown,Self-Employed,Graduate,8.0,23750.0,40000.0,27550.0,28.125,30.0,-6.875
772,8a28afc7474813a40147639ec637156b,301997111,11,40:55.0,39:44.0,25000,27500.0,30,Unknown,,,,,,,,,10.0,17800.0,30000.0,21090.0,31.5,60.0,-3.3
773,8a8588f754a058cb0154b86caf3a73a4,301980597,11,59:36.0,58:24.0,20000,21000.0,15,Unknown,,,,,,,,,10.0,19000.0,30000.0,22365.0,30.0,60.0,-5.5
774,8a858e0256b781d80156c19fddb831ee,301977954,8,11:15.0,11:08.0,30000,34500.0,30,Unknown,1988-09-10 00:00:00.000000,Other,3.4193059,6.4618269,GT Bank,Unknown,Permanent,Unknown,6.0,15000.0,30000.0,17633.333333333332,22.5,30.0,-3.8333333333333335
775,8a858e245b680423015b8056f2c015eb,301965754,2,40:41.0,40:35.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-10.0
776,8a858e36590808e30159431352ef5f7d,302000359,2,33:30.0,33:25.0,10000,13000.0,30,Unknown,1982-10-23 00:00:00.000000,Savings,3.8179667,7.3668617,GT Bank,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,-8.0
777,8a858e625c8d993a015c97da8e5a5999,301981811,2,46:05.0,45:58.0,10000,11500.0,15,8a858fa95c695f85015c780af573028d,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-11.0
778,8a858e6c5c88d145015c9cd6d6224756,301960858,2,18:45.0,18:39.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-16.0
779,8a858e875b910dfe015b9ef45d487dd4,301992747,4,54:11.0,53:55.0,20000,24500.0,30,8a858fa154e2912f0154ee239b0857f0,,,,,,,,,3.0,10000.0,10000.0,13000.0,30.0,30.0,-0.3333333333333333
780,8a858ea55ac1546c015ac2b3547711f0,301969250,5,41:07.0,41:02.0,15000,16687.5,15,Unknown,1986-04-18 00:00:00.000000,Savings,3.3510107,6.6060908,Access Bank,Unknown,Retired,Unknown,4.0,10000.0,10000.0,11406.25,15.0,15.0,-0.75
781,8a858ec15a3d5e6a015a3e959d4547ed,301962694,6,59:52.0,59:47.0,20000,24500.0,30,Unknown,,,,,,,,,5.0,14000.0,20000.0,17300.0,27.0,30.0,-8.8
782,8a858ec65c123dfb015c1655b29255f1,301966143,3,11:20.0,11:14.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-5.0
783,8a858eda552adcc201554a43790937ed,301972562,3,32:21.0,32:13.0,10000,13000.0,30,Unknown,1984-01-17 00:00:00.000000,Other,3.3475852,6.5091683,Stanbic IBTC,Unknown,Permanent,Unknown,2.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
784,8a858887545183ca015458c977db7bd2,301962768,3,43:09.0,42:00.0,10000,13000.0,30,Unknown,1985-06-11 00:00:00.000000,Other,-97.8838954,39.0950713,GT Bank,Unknown,Permanent,Unknown,2.0,9000.0,10000.0,11700.0,30.0,30.0,9.0
785,8a858970548359cc0154856f47c73b81,301999814,13,29:55.0,29:49.0,10000,11500.0,30,Unknown,1991-02-10 00:00:00.000000,Savings,3.3219088,7.1191623,GT Bank,Unknown,Permanent,Graduate,12.0,19166.666666666668,30000.0,23245.833333333332,35.0,60.0,-1.75
786,8a858e005ca7abe3015ca7fcdd9e1687,302003107,3,24:35.0,24:27.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,12250.0,22.5,30.0,-0.5
787,8a858e165b90faf9015b9a873738471e,301986701,4,48:14.0,48:07.0,10000,11125.0,15,Unknown,,,,,,,,,3.0,10000.0,10000.0,12500.0,25.0,30.0,-1.0
788,8a858e36590808e3015947b0870e6c89,301983515,7,52:45.0,51:35.0,30000,34500.0,30,Unknown,1969-01-17 00:00:00.000000,Savings,3.9741225,6.808187,FCMB,Unknown,Permanent,Unknown,6.0,15000.0,20000.0,17883.333333333332,22.5,30.0,-5.833333333333333
789,8a858e4f5d31cd1f015d32059b15239c,302003384,2,55:00.0,54:52.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-1.0
790,8a858e6a5bfd4b54015c0b1d85ef208e,301987757,3,09:32.0,09:25.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-0.5
791,8a858e8e5ca1f1a8015ca2188ba013ca,301973247,2,28:25.0,28:18.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-5.0
792,8a858e9b560bbd6301562203e6357977,302002505,10,26:44.0,26:37.0,30000,34500.0,30,Unknown,,,,,,,,,9.0,21111.11111111111,30000.0,24955.555555555555,30.0,30.0,-3.0
793,8a858eb75d324d55015d362d07c73dca,301998458,2,11:09.0,10:03.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,0.0
794,8a858ed45c454c11015c505b357c147d,301971560,3,31:58.0,31:53.0,20000,24500.0,30,8a858f0f5bfd79d2015c0c2370d436a1,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-11.0
795,8a858f005b396e23015b3977901b0c51,301970562,4,42:57.0,42:44.0,20000,24500.0,30,Unknown,1975-04-03 00:00:00.000000,Savings,7.9342607,5.0273095,Access Bank,Unknown,Permanent,Unknown,3.0,10000.0,10000.0,13000.0,30.0,30.0,-5.666666666666667
796,8a858f1b5b256bc9015b2f998c4d6822,301975383,8,35:41.0,34:27.0,30000,33999.9,30,Unknown,,,,,,,,,7.0,18571.428571428572,30000.0,22999.985714285714,34.285714285714285,60.0,-18.571428571428573
797,8a858f275c451af5015c50cf80457196,301969750,4,24:28.0,24:23.0,20000,24500.0,30,Unknown,1983-05-15 00:00:00.000000,Savings,3.2767933,6.6139399,Access Bank,Unknown,Unknown,Unknown,3.0,10000.0,10000.0,11500.0,15.0,15.0,-2.0
798,8a858f3455a0d8070155c059a8e9682c,301988173,16,15:30.0,15:22.0,50000,52500.0,30,Unknown,,,,,,,,,15.0,30666.666666666668,50000.0,34621.666666666664,29.0,60.0,-4.733333333333333
799,8a858f535908095c01592c4a9576186c,301996599,7,07:31.0,07:25.0,30000,34500.0,30,Unknown,1987-11-28 00:00:00.000000,Savings,3.8825395,7.3927199,Stanbic IBTC,Unknown,Unknown,Unknown,6.0,15000.0,20000.0,18633.333333333332,30.0,30.0,-4.0
800,8a858f775b3ea497015b3ed88dba478e,301960500,4,21:46.0,21:39.0,20000,24500.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,13000.0,30.0,30.0,-2.3333333333333335
801,8a858f8f5bfd3cfa015c0d135d0365b3,301993881,2,26:10.0,26:02.0,10000,13000.0,30,8a858f585bfd6341015c02982e0b7aff,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
802,8a858fa158d4a6c00158f545e583678b,301965564,5,01:52.0,01:37.0,20000,24500.0,30,Unknown,,,,,,,,,4.0,12500.0,20000.0,15325.0,26.25,30.0,-2.75
803,8a858fc65d138f01015d14ba1ceb685b,301988719,2,10:40.0,10:34.0,10000,13000.0,30,8a858e945bb0014b015bb526a9584a2d,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,0.0
804,8a858fd55c45ba15015c4a3dfdee0ecd,301970387,2,31:36.0,31:32.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-2.0
805,8a858ff554e290e10155065b5ba54cce,301976254,13,32:06.0,30:59.0,30000,34500.0,30,Unknown,1988-07-01 00:00:00.000000,Other,3.3479536,6.5964355,Zenith Bank,Unknown,Self-Employed,Graduate,12.0,21500.0,30000.0,24693.75,25.0,30.0,-0.08333333333333333
806,8a85898a53bc15600153bed1da1525cf,301996881,2,37:34.0,36:21.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,22.0
807,8a858eb85cef9327015cefb8167a1dfe,302001253,2,04:09.0,04:02.0,10000,13000.0,30,8a858e245c214660015c2a00339953d3,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-3.0
808,8a85880353acff880153b92f8599568b,301988280,7,32:40.0,32:32.0,30000,34500.0,30,Unknown,,,,,,,,,6.0,18333.333333333332,30000.0,22100.0,30.0,30.0,-1.3333333333333333
809,8a85893d53f104eb0153f50deaef1783,301961178,14,47:37.0,46:32.0,40000,48000.0,60,Unknown,,,,,,,,,13.0,23000.0,40000.0,27384.615384615383,34.61538461538461,60.0,-3.230769230769231
810,8a858e135cb22031015cc0a1aa8e3406,301993739,2,13:00.0,12:50.0,10000,13000.0,30,Unknown,1991-09-28 00:00:00.000000,Savings,3.3856653,6.5291629,GT Bank,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,-5.0
811,8a858e235b5784eb015b5790e9e109d7,301964397,6,06:32.0,06:26.0,20000,24500.0,30,8a858e035693e02901569ce8a75e0880,,,,,,,,,5.0,14000.0,20000.0,16700.0,21.0,30.0,-4.6
812,8a858e42570314e00157062a120e6345,302002552,8,00:08.0,58:57.0,30000,34500.0,30,Unknown,,,,,,,,,7.0,17142.85714285714,30000.0,20457.14285714286,27.857142857142858,30.0,-1.4285714285714286
813,8a858e5a5be99e1c015bebdbc5d04739,301999955,4,45:25.0,45:19.0,20000,24500.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,13000.0,30.0,30.0,-5.0
814,8a858e69566ae5b801566fcb6148761d,301994378,2,51:04.0,50:57.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,0.0
815,8a858ea55ab92cff015abff180597ac7,302002177,6,19:16.0,19:09.0,20000,24500.0,30,Unknown,,,,,,,,,5.0,14000.0,20000.0,17600.0,30.0,30.0,-5.0
816,8a858ece5d1e42c3015d235334ba7683,301971261,2,54:21.0,54:15.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-28.0
817,8a858edf55ca17ba0155cbfdd5f3610e,301975196,7,07:47.0,07:39.0,30000,34500.0,30,Unknown,,,,,,,,,6.0,15000.0,20000.0,17125.0,17.5,30.0,-6.666666666666667
818,8a858f0455d9feaf0155ee2126024371,301966942,3,26:56.0,26:50.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-12.5
819,8a858f1e5aec5791015aecab567a2a87,301979930,7,04:21.0,04:14.0,30000,34500.0,30,Unknown,,,,,,,,,6.0,15000.0,20000.0,17375.0,20.0,30.0,-3.0
820,8a858f2c58dc6e680158ddc5674b32d7,301998059,8,33:41.0,32:27.0,30000,34500.0,30,Unknown,,,,,,,,,7.0,17142.85714285714,30000.0,20371.428571428572,25.714285714285715,30.0,-2.0
821,8a858f2f5a04ac4f015a0e30386456a2,301974944,7,20:51.0,20:44.0,15000,16687.5,15,Unknown,,,,,,,,,6.0,10000.0,10000.0,11500.0,15.0,15.0,4.166666666666667
822,8a858f465668e3d6015674d9567a2c56,301960632,7,36:40.0,36:34.0,20000,23000.0,30,Unknown,1989-05-14 00:00:00.000000,Other,9.8318497,10.3539076,Diamond Bank,Unknown,Permanent,Unknown,6.0,13333.333333333334,30000.0,15933.333333333334,25.0,30.0,-6.333333333333333
823,8a858f535d325481015d3593ac7e0cb3,301986505,2,41:04.0,40:57.0,10000,13000.0,30,Unknown,1985-09-10 00:00:00.000000,Savings,3.293735,6.7087994,GT Bank,Unknown,Unknown,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,-23.0
824,8a858f7c5ad29e0f015ad2ac49010f4d,301994223,7,42:38.0,42:31.0,30000,34500.0,30,Unknown,1980-08-27 00:00:00.000000,Savings,3.6173181,6.7940649,Wema Bank,Unknown,Permanent,Unknown,6.0,15000.0,20000.0,18125.0,25.0,30.0,-3.8333333333333335
825,8a858f9e5a6b4fad015a6bc035af3d70,301976188,2,43:15.0,42:03.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-4.0
826,8a858fbc594a495c01595fadf4a023e6,301975918,7,51:18.0,51:12.0,10000,13000.0,30,Unknown,1988-05-01 00:00:00.000000,Savings,3.35344,6.4828483,GT Bank,Unknown,Permanent,Unknown,6.0,11666.666666666666,20000.0,14550.0,27.5,30.0,2.8333333333333335
827,8a858fcc5ac15618015ac360876c1aae,301967679,6,06:50.0,06:44.0,20000,24500.0,30,Unknown,,,,,,,,,5.0,14000.0,20000.0,16250.0,18.0,30.0,-3.0
828,8a858fee5aaeb536015ab028da65651f,302001583,8,38:24.0,38:16.0,30000,34500.0,30,Unknown,1990-10-04 00:00:00.000000,Savings,3.4876251,6.6555596,Zenith Bank,Unknown,Permanent,Unknown,7.0,12857.142857142857,20000.0,15053.57142857143,21.428571428571427,30.0,-6.285714285714286
829,8a8588b75438f49901544dd4d4991156,301984558,9,05:48.0,05:42.0,30000,34500.0,30,Unknown,,,,,,,,,8.0,15625.0,30000.0,18956.25,28.125,30.0,-4.625
830,8a858e6956939bac01569d5dd0256c09,301997233,4,42:43.0,41:32.0,30000,39000.0,60,Unknown,,,,,,,,,3.0,13333.333333333334,20000.0,16600.0,30.0,30.0,0.0
831,8a858f375b493337015b572be9d01961,301971701,4,41:38.0,40:29.0,20000,24500.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,13000.0,30.0,30.0,-1.0
832,8a858fd858d5076d0158e2dd9ded2afa,301969991,3,13:58.0,13:48.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,11.0
833,8a85889853f0fbaa01540f0d556f0ec3,301988822,6,33:10.0,32:54.0,10000,11500.0,15,Unknown,,,,,,,,,5.0,10000.0,10000.0,11800.0,18.0,30.0,3.8
834,8a85896653e2e18b0153ea3a02c07f87,302003810,4,47:38.0,46:27.0,10000,13000.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,13000.0,30.0,30.0,22.0
835,8a8589b953bc23f70153c60c56b21c00,301975505,9,00:00.0,59:53.0,25000,28750.0,30,Unknown,1989-02-08 00:00:00.000000,Savings,3.530232,6.4556477,Access Bank,Unknown,Permanent,Secondary,8.0,15000.0,30000.0,18525.0,33.75,60.0,-2.25
836,8a858e0256b781d80156c3064ab92fae,301958684,6,51:42.0,51:35.0,30000,39000.0,60,Unknown,,,,,,,,,5.0,16000.0,20000.0,19900.0,30.0,30.0,-8.6
837,8a858e125a48129b015a4d67d0af79ce,301987264,2,58:42.0,58:35.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,1.0
838,8a858e2c5bd33ac0015bd3680c8b1bad,301995413,3,44:03.0,43:56.0,10000,13000.0,30,Unknown,1980-06-15 00:00:00.000000,Savings,3.2672883,6.6368822,GT Bank,Unknown,Permanent,Unknown,2.0,10000.0,10000.0,13000.0,30.0,30.0,2.5
839,8a858e575bf80f73015bf8472cda156a,302002201,2,34:15.0,34:08.0,10000,11500.0,15,8a858e235be813f6015be923ff0d621f,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,3.0
840,8a858e6a5bfd4b54015c109266872b55,301963693,3,27:47.0,27:41.0,10000,13000.0,30,8a858eac5b3ece95015b3f32ac426a41,,,,,,,,,2.0,10000.0,10000.0,12250.0,22.5,30.0,1.5
841,8a858e865b90b1a8015b90e497b3231b,301992388,4,02:26.0,02:11.0,20000,24500.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,13000.0,30.0,30.0,-6.666666666666667
842,8a858f055c831d5b015c838a80832e28,301974869,3,28:10.0,28:01.0,10000,12500.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,11500.0,15.0,15.0,-2.0
843,8a858f1c5ca1e2f9015ca1fb029f0b50,301987709,2,48:29.0,48:20.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
844,8a858f305c8dd672015c97a940a24715,301974841,2,05:21.0,05:14.0,10000,13000.0,30,Unknown,1995-02-06 00:00:00.000000,Savings,3.3720695,6.5258201,FCMB,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,-9.0
845,8a858f4156939c3c0156a3156a530b83,301986183,9,46:09.0,46:02.0,30000,34500.0,30,Unknown,,,,,,,,,8.0,20000.0,30000.0,23268.75,24.375,30.0,0.0
846,8a858f505c7e3a50015c7f0abf5847cd,301960588,2,41:35.0,41:29.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-8.0
847,8a858f735c161bda015c164d86632026,301976066,4,29:58.0,29:51.0,20000,24500.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,12000.0,20.0,30.0,-3.0
848,8a858f9f5679951a01567bdd5d0776da,301982767,3,51:11.0,50:01.0,10000,13000.0,30,Unknown,1987-01-05 00:00:00.000000,Savings,7.4421513,9.0653403,Fidelity Bank,Unknown,Permanent,Unknown,2.0,10000.0,10000.0,13000.0,30.0,30.0,3.5
849,8a858faf56b7821c0156cd9d24f12275,301976350,14,28:01.0,26:49.0,40000,44000.0,30,Unknown,,,,,,,,,13.0,24615.384615384617,40000.0,27734.615384615383,23.076923076923077,30.0,-1.3076923076923077
850,8a858fc65d138f01015d1790d9407ce6,301991211,2,55:09.0,55:03.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-3.0
851,8a858fd05bfd7d3c015c01a7e0f636db,302001964,4,38:00.0,37:53.0,20000,24500.0,30,8a858e105bd92644015be699d91214f3,,,,,,,,,3.0,10000.0,10000.0,11500.0,15.0,15.0,-5.333333333333333
852,8a858fe75be82695015be82d3612075f,301976114,6,58:09.0,58:01.0,20000,22250.0,15,8a858edb552adcfd015548d747e725f7,,,,,,,,,5.0,14000.0,20000.0,16250.0,18.0,30.0,-12.8
853,8a858e6f5668e01701568ca49e112c41,301989789,12,08:04.0,07:56.0,50000,57500.0,90,Unknown,,,,,,,,,11.0,28636.363636363636,50000.0,33845.454545454544,49.09090909090909,90.0,-3.272727272727273
854,8a858f265c2187bd015c298ca7e642cc,301964217,4,35:31.0,35:23.0,20000,22250.0,15,Unknown,1981-07-01 00:00:00.000000,Savings,3.860145,7.3170617,Diamond Bank,Unknown,Unknown,Unknown,3.0,10000.0,10000.0,11500.0,15.0,15.0,-5.666666666666667
855,8a858f975c4582c4015c468f7f4f4e9a,301973051,2,41:53.0,41:47.0,10000,13000.0,30,Unknown,1987-06-15 00:00:00.000000,Savings,3.2902753,6.6207446,Wema Bank,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
856,8a8588dd54a3ead30154a63ea45314a8,301967470,4,50:40.0,50:28.0,10000,11500.0,15,Unknown,,,,,,,,,3.0,10000.0,10000.0,12500.0,25.0,30.0,60.333333333333336
857,8a85891e53ad0e6b0153af3918bb1d28,301993094,12,52:04.0,51:55.0,40000,44000.0,30,Unknown,1981-05-24 00:00:00.000000,Other,3.4201355,6.6104339,GT Bank,Unknown,Self-Employed,Unknown,11.0,26363.636363636364,40000.0,29881.81818181818,25.90909090909091,30.0,0.5454545454545454
858,8a858e045cd5b1d6015cd9c070a212a5,301992900,2,01:47.0,01:40.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
859,8a858e185b57cc76015b57e77d890d59,301997407,5,17:26.0,16:12.0,20000,24000.0,30,8a858eec5a85880a015a88c158ce2bd8,,,,,,,,,4.0,12500.0,20000.0,15500.0,26.25,30.0,-1.75
860,8a858e435d37b4ce015d392878493f59,301999882,2,47:52.0,47:46.0,10000,11500.0,15,8a858e685adba68e015adc2600cf6281,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-1.0
861,8a858e605d3c7ec7015d3c8f538c07d2,302002304,2,50:38.0,50:31.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-4.0
862,8a858e6f5cd5e874015ce14cb92b3f01,301984402,2,20:58.0,19:44.0,10000,11000.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-13.0
863,8a858e885c63d379015c73df54dc0822,301960037,2,29:50.0,29:45.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-2.0
864,8a858ea85c58de66015c594fe5612ddb,301991058,3,23:57.0,23:50.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-8.0
865,8a858ed25bf83782015bfb7756f4006e,301966500,3,58:56.0,58:50.0,20000,24500.0,30,Unknown,1994-05-30 00:00:00.000000,Savings,3.347123,6.5608821,GT Bank,Unknown,Unknown,Unknown,2.0,10000.0,10000.0,12250.0,22.5,30.0,-3.0
866,8a858f085cf4e173015cf7d609e2007a,301995379,2,20:04.0,19:55.0,10000,13000.0,30,Unknown,1990-03-15 00:00:00.000000,Savings,7.4054924,9.1040348,First Bank,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,11500.0,15.0,15.0,-1.0
867,8a858f265c1c393e015c1e796dbe49eb,301985384,5,58:15.0,58:08.0,20000,24500.0,30,Unknown,,,,,,,,,4.0,12500.0,20000.0,14750.0,18.75,30.0,-7.0
868,8a858f3455a0d8070155ba00f4ee20a2,301965896,2,20:15.0,20:10.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-5.0
869,8a858f4c5bb597f6015bb9f60ed711da,301989415,5,29:38.0,29:33.0,20000,24500.0,30,8a858fb15b34a708015b3862b6a669cd,,,,,,,,,4.0,12500.0,20000.0,14750.0,18.75,30.0,0.0
870,8a858f675c1c43bc015c1e99c0a95a77,301960358,3,46:17.0,46:12.0,10000,11500.0,15,Unknown,,,,,,,,,2.0,10000.0,10000.0,11500.0,15.0,15.0,4.0
871,8a858fa154e2912f0155071c1e512f6f,301978297,8,14:53.0,14:46.0,20000,24500.0,30,Unknown,,,,,,,,,7.0,15714.285714285714,20000.0,19371.428571428572,30.0,30.0,8.0
872,8a858fce5c360eb7015c39ab64e83dd8,301996867,2,30:46.0,30:38.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
873,8a858fde56eb02280156efa2889b0326,301990967,13,15:03.0,14:56.0,50000,57500.0,90,Unknown,,,,,,,,,12.0,28333.333333333332,40000.0,32720.833333333332,31.25,60.0,-3.8333333333333335
874,8a858ff45be92ea2015be968b94e1872,301962355,2,32:34.0,32:27.0,10000,13000.0,30,Unknown,1993-04-27 00:00:00.000000,Savings,5.6253669,6.2773656,GT Bank,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,-7.0
875,8a858e7e5c7cff8b015c7d09f3b005b9,301983718,2,29:51.0,29:45.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
876,8a858f9f5bd99987015be4ac07c556fa,301962401,2,04:27.0,04:20.0,10000,13000.0,30,8a858f99560bbe4501561445cfed2658,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,26.0
877,8a8588875438ed7e01543d072b3d7baa,301970049,4,19:00.0,18:56.0,10000,11500.0,15,Unknown,,,,,,,,,3.0,10000.0,10000.0,12000.0,20.0,30.0,-8.666666666666666
878,8a85891e53ad0e6b0153b3d3854156fb,301985226,2,33:46.0,33:40.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,1.0
879,8a858e005c2154c2015c25ecd0760ca2,301970270,3,25:25.0,25:18.0,10000,13000.0,30,8a858f665c2142a0015c25bb7c694947,1984-10-13 00:00:00.000000,Savings,8.6404333,7.7090974,GT Bank,Unknown,Permanent,Unknown,2.0,10000.0,10000.0,12250.0,22.5,30.0,-2.0
880,8a858e1f5cac899f015cad49e98535fa,302002474,3,06:56.0,06:48.0,20000,24500.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,12250.0,22.5,30.0,-3.5
881,8a858e445cd56553015cd94108ba7dc1,302003012,2,01:17.0,01:09.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-16.0
882,8a858e585693982b0156ae3b98be2f9e,301988332,2,07:18.0,07:03.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-1.0
883,8a858e6f5668e017015685eef7736a7d,301967248,12,29:43.0,29:38.0,20000,22250.0,15,Unknown,,,,,,,,,11.0,20909.090909090908,30000.0,24450.0,25.90909090909091,30.0,2.4545454545454546
884,8a858e945631db2f015637e7700e4e60,301961352,10,10:31.0,09:26.0,10000,11500.0,15,Unknown,,,,,,,,,9.0,10000.0,10000.0,12166.666666666666,21.666666666666668,30.0,10.88888888888889
885,8a858edf5c69a538015c795c0a0f0baf,301959309,2,00:51.0,00:44.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-9.0
886,8a858ef25cd0c652015cd46515a128be,301989392,2,22:57.0,22:50.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-3.0
887,8a858f195a374aff015a374cdbbb01a4,302000172,3,49:23.0,49:17.0,10000,11500.0,15,Unknown,1971-06-15 00:00:00.000000,Savings,3.3300248,6.4631737,FCMB,Unknown,Permanent,Unknown,2.0,10000.0,10000.0,13000.0,30.0,30.0,-4.5
888,8a858f30551130db01551d15af161287,301987313,3,27:13.0,27:06.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-14.0
889,8a858f5e5cb23c77015cb94d2a40409c,301988336,2,08:38.0,08:31.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-21.0
890,8a858f735aec46c4015aece4cfa14726,301974137,4,26:30.0,24:41.0,10000,13000.0,30,Unknown,1983-03-03 00:00:00.000000,Savings,3.3839754,6.543607,GT Bank,Unknown,Permanent,Unknown,3.0,10000.0,10000.0,13000.0,30.0,30.0,4.333333333333333
891,8a858f8f5bfd3cfa015c00e809b600d4,301974410,2,22:58.0,22:51.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
892,8a858f98560bbe1101560db94d740f06,301964430,6,21:22.0,21:16.0,10000,13000.0,30,Unknown,1983-04-17 00:00:00.000000,Other,3.3524934,6.5036548,GT Bank,Unknown,Self-Employed,Unknown,5.0,12000.0,20000.0,14860.0,27.0,30.0,1.2
893,8a858fa859a7641e0159a9122c3c61b5,301976334,5,18:56.0,18:49.0,20000,24500.0,30,Unknown,1978-11-10 00:00:00.000000,Savings,3.3368475,6.5649935,GT Bank,Unknown,Permanent,Unknown,4.0,12500.0,20000.0,15875.0,30.0,30.0,-3.5
